hosname,hoscode,hsector,hostype,yeartransfer,region,pvcode,pvname,ampcode,ampname,tumcode,tumbonname
สำนักงานสาธารณสุขอำเภอตรอน,00575,อื่นๆ,,,2,53,53-อุตรดิตถ์,5302,02-ตรอน,530201,01-วังแดง
สำนักงานสาธารณสุขอำเภอท่าปลา,00576,อื่นๆ,,,2,53,53-อุตรดิตถ์,5303,03-ท่าปลา,530301,01-ท่าปลา
สำนักงานสาธารณสุขอำเภอเมืองน่าน,00591,อื่นๆ,,,1,55,55-น่าน,5501,01-เมืองน่าน,550101,01-ในเวียง
สำนักงานสาธารณสุขอำเภอฟากท่า,00578,อื่นๆ,,,2,53,53-อุตรดิตถ์,5305,05-ฟากท่า,530501,01-ฟากท่า
สำนักงานสาธารณสุขอำเภอบ้านหลวง,00593,อื่นๆ,,,1,55,55-น่าน,5503,03-บ้านหลวง,550302,02-ป่าคาหลวง
สำนักงานสาธารณสุขอำเภอเชียงกลาง,00599,อื่นๆ,,,1,55,55-น่าน,5509,09-เชียงกลาง,550901,01-เชียงกลาง
สำนักงานสาธารณสุขอำเภอนาหมื่น,00600,อื่นๆ,,,1,55,55-น่าน,5510,10-นาหมื่น,551002,02-บ่อแก้ว
สำนักงานสาธารณสุขอำเภอเฉลิมพระเกียรติ,00604,อื่นๆ,,,1,55,55-น่าน,5515,15-เฉลิมพระเกียรติ,551501,01-ห้วยโก๋น
สำนักงานสาธารณสุขอำเภอเมืองแม่ฮ่องสอน,00631,อื่นๆ,,,1,58,58-แม่ฮ่องสอน,5801,01-เมืองแม่ฮ่องสอน,580104,04-ปางหมู
สำนักงานสาธารณสุขอำเภอเวียงป่าเป้า,00623,อื่นๆ,,,1,57,57-เชียงราย,5711,11-เวียงป่าเป้า,571102,02-เวียง
สำนักงานสาธารณสุขอำเภอเถิน,00568,อื่นๆ,,,1,52,52-ลำปาง,5208,08-เถิน,520801,01-ล้อมแรด
สำนักงานสาธารณสุขอำเภอห้างฉัตร,00572,อื่นๆ,,,1,52,52-ลำปาง,5212,12-ห้างฉัตร,521201,01-ห้างฉัตร
สำนักงานสาธารณสุขอำเภอแม่สรวย,00622,อื่นๆ,,,1,57,57-เชียงราย,5710,10-แม่สรวย,571003,03-แม่พริก
สำนักงานสาธารณสุขอำเภอจุน,00606,อื่นๆ,,,1,56,56-พะเยา,5602,02-จุน,560201,01-ห้วยข้าวก่ำ
สำนักงานสาธารณสุขอำเภอปง,00610,อื่นๆ,,,1,56,56-พะเยา,5606,06-ปง,560601,01-ปง
สำนักงานสาธารณสุขอำเภอแม่ใจ,00611,อื่นๆ,,,1,56,56-พะเยา,5607,07-แม่ใจ,560701,01-แม่ใจ
สำนักงานสาธารณสุขอำเภอขุนยวม,00632,อื่นๆ,,,1,58,58-แม่ฮ่องสอน,5802,02-ขุนยวม,580201,01-ขุนยวม
สำนักงานสาธารณสุขอำเภอปาย,00633,อื่นๆ,,,1,58,58-แม่ฮ่องสอน,5803,03-ปาย,580301,01-เวียงใต้
สำนักงานสาธารณสุขอำเภอเวียงชัย,00614,อื่นๆ,,,1,57,57-เชียงราย,5702,02-เวียงชัย,570202,02-เวียงชัย
สำนักงานสาธารณสุขอำเภอเมืองเชียงราย,00613,อื่นๆ,,,1,57,57-เชียงราย,5701,01-เมืองเชียงราย,570102,02-รอบเวียง
สำนักงานสาธารณสุขอำเภอเชียงของ,00615,อื่นๆ,,,1,57,57-เชียงราย,5703,03-เชียงของ,570301,01-เวียง
สำนักงานสาธารณสุขอำเภอเทิง,00616,อื่นๆ,,,1,57,57-เชียงราย,5704,04-เทิง,570401,01-เวียง
สำนักงานสาธารณสุขอำเภอพาน,00617,อื่นๆ,,,1,57,57-เชียงราย,5705,05-พาน,570513,13-เมืองพาน
สำนักงานสาธารณสุขอำเภอแม่จัน,00619,อื่นๆ,,,1,57,57-เชียงราย,5707,07-แม่จัน,570701,01-แม่จัน
สำนักงานสาธารณสุขอำเภอเชียงแสน,00620,อื่นๆ,,,1,57,57-เชียงราย,5708,08-เชียงแสน,570801,01-เวียง
สำนักงานสาธารณสุขอำเภอพญาเม็งราย,00624,อื่นๆ,,,1,57,57-เชียงราย,5712,12-พญาเม็งราย,571204,04-เม็งราย
สำนักงานสาธารณสุขอำเภอแม่ฟ้าหลวง,00627,อื่นๆ,,,1,57,57-เชียงราย,5715,15-แม่ฟ้าหลวง,571504,04-แม่ฟ้าหลวง
สำนักงานสาธารณสุขอำเภอแม่ลาว,00628,อื่นๆ,,,1,57,57-เชียงราย,5716,16-แม่ลาว,571604,04-ป่าก่อดำ
สำนักงานสาธารณสุขอำเภอเวียงเชียงรุ้ง,00629,อื่นๆ,,,1,57,57-เชียงราย,5717,17-เวียงเชียงรุ้ง,571701,01-ทุ่งก่อ
สำนักงานสาธารณสุขอำเภอบ่อเกลือ,00602,อื่นๆ,,,1,55,55-น่าน,5512,12-บ่อเกลือ,551202,02-บ่อเกลือใต้
สำนักงานสาธารณสุขอำเภอคลองลาน,00662,อื่นๆ,,,3,62,62-กำแพงเพชร,6203,03-คลองลาน,620301,01-คลองน้ำไหล
สำนักงานสาธารณสุขอำเภอขาณุวรลักษบุรี,00663,อื่นๆ,,,3,62,62-กำแพงเพชร,6204,04-ขาณุวรลักษบุรี,620405,05-แสนตอ
สำนักงานสาธารณสุขอำเภอคลองขลุง,00664,อื่นๆ,,,3,62,62-กำแพงเพชร,6205,05-คลองขลุง,620501,01-คลองขลุง
สำนักงานสาธารณสุขอำเภอพรานกระต่าย,00665,อื่นๆ,,,3,62,62-กำแพงเพชร,6206,06-พรานกระต่าย,620601,01-พรานกระต่าย
สำนักงานสาธารณสุขอำเภอลานกระบือ,00666,อื่นๆ,,,3,62,62-กำแพงเพชร,6207,07-ลานกระบือ,620701,01-ลานกระบือ
สำนักงานสาธารณสุขอำเภอทรายทองวัฒนา,00667,อื่นๆ,02-สำนักงานสาธารณสุขอำเภอ,,3,62,62-กำแพงเพชร,6208,08-ทรายทองวัฒนา,620801,01-ทุ่งทราย
สำนักงานสาธารณสุขอำเภอสว่างอารมณ์,00654,อื่นๆ,,,3,61,61-อุทัยธานี,6103,03-สว่างอารมณ์,610301,01-สว่างอารมณ์
สำนักงานสาธารณสุขอำเภอหนองขาหย่าง,00656,อื่นๆ,,,3,61,61-อุทัยธานี,6105,05-หนองขาหย่าง,610501,01-หนองขาหย่าง
สำนักงานสาธารณสุขอำเภอลานสัก,00658,อื่นๆ,,,3,61,61-อุทัยธานี,6107,07-ลานสัก,610703,03-ป่าอ้อ
สำนักงานสาธารณสุขอำเภอดอกคำใต้,00609,อื่นๆ,,,1,56,56-พะเยา,5605,05-ดอกคำใต้,560502,02-ดอนศรีชุม
สำนักงานสาธารณสุขอำเภอเชียงคำ,00607,อื่นๆ,,,1,56,56-พะเยา,5603,03-เชียงคำ,560309,09-เจดีย์คำ
สำนักงานสาธารณสุขอำเภอภูซาง,00612,อื่นๆ,,,1,56,56-พะเยา,5608,08-ภูซาง,560802,02-ป่าสัก
สำนักงานสาธารณสุขอำเภอเมืองพะเยา,00605,อื่นๆ,,,1,56,56-พะเยา,5601,01-เมืองพะเยา,560107,07-บ้านต๋อม
สำนักงานสาธารณสุขอำเภอแม่ลาน้อย,00635,อื่นๆ,,,1,58,58-แม่ฮ่องสอน,5805,05-แม่ลาน้อย,580501,01-แม่ลาน้อย
สำนักงานสาธารณสุขอำเภอทัพทัน,00653,อื่นๆ,,,3,61,61-อุทัยธานี,6102,02-ทัพทัน,610201,01-ทัพทัน
สำนักงานสาธารณสุขอำเภอหนองฉาง,00655,อื่นๆ,,,3,61,61-อุทัยธานี,6104,04-หนองฉาง,610401,01-หนองฉาง
